,Tx ZT0,Tx ZT12,V ZT0,V ZT12
MACO1,468.6945691099412,728.2064318056263,516.7954099459615,760.769861228138
MAD2L2,255.61849980645871,84.25347947504132,283.4567723548291,74.32962904516351
MAFB,590.9996615082582,1326.183756908709,571.316552913469,1967.401188070656
MAFF,14.020399052121839,39.50185006032759,18.465795142778106,52.6118845952773
MAFG,1121.8055499723878,1630.8197167233293,1245.558111209123,1518.5225806581639
MAGED1,972.3676292619341,1225.145780008723,1053.6162932779318,890.1197930122752
MAGI1,796.6392626798822,671.1732577494064,877.3335735635743,701.7627340703649
MAGIX,179.29465839891137,117.32207477040987,206.61841650536005,124.2453227931115
MAL2,481.8855081872552,356.7746551917046,723.7064334952938,289.4030225198669
MALT1,211.31185892570915,171.7139853912287,246.21516473885592,178.4827341179654
MAML3,60.25012163227859,91.81190989613201,72.61142016660843,75.88302706152824
MAN1A,3756.1617290213044,3221.7164788821733,4042.572392800008,3557.840713721395
MAN2A1,5121.405312576669,6028.697257257791,5411.421640364817,6287.554331923105
MANF,424.48029619161866,613.9941399504619,502.6732982585611,338.9988539164272
MAP1B,40.76898136178419,20.402722784410447,24.1333204190998,13.872679149887084
MAP1LC3B,1074.9625230066042,1139.272290842093,887.4448184776397,1254.2030144488774
MAP2K3,797.3320125622056,1166.0968986143225,761.5627138363021,1210.2266040169854
MAP2K6,38.414543835171386,224.5398145312516,60.04850546773725,234.77248030603502
MAP3K1,635.5806385816153,426.93536014212964,556.4412049371925,384.61075215641955
MAP3K13,472.46037100442095,608.7982975863017,544.1204040847799,651.7760493178995
MAP3K20,373.3468078623254,245.34658390017537,344.44674616345054,292.46890779025006
MAP3K5,870.2807691464924,984.3231953164783,704.2509582338236,1369.4128129445332
MAP3K6,77.67055410324303,37.0806825986119,27.850423274527248,67.62544016971022
MAP4K4,490.4442500133663,196.12132885329024,470.5015588125469,196.5712581369178
MAP7,505.152779566102,304.2471063012051,565.4127072844849,342.68573390951855
MAP7D1,675.6476312976574,476.46643905471063,614.8317627966966,397.7961698451602
MAPK14,1321.9493065590002,1589.6266225483498,1394.345614182209,1701.3344966011882
MAPK15,198.97716043406155,62.801358184100934,238.94583199139709,46.83717430648837
MAPK4,10.942727658256134,13.657245358103298,14.67251344687494,33.933250903155724
MAPK6,448.22232984833136,499.46309565213556,483.5977376914896,517.2346143256536
MAPK8IP1,19.71113433304425,38.025396815657494,25.869560682401584,30.521968787873003
MAPKAPK2,1068.1181140388617,669.2794236065159,1051.128843953418,715.0355596501728
MAPKAPK3,106.74770933629787,54.161743909983244,102.87251476206386,64.67466107339634
MAPRE2,188.8075441624634,323.738105122324,222.32050757583212,295.52209002390526
MARCHF5,765.1199213394968,694.8006384704382,688.2966368528247,827.3515287795994
MARCHF8,1088.4388690552205,1236.6814943547738,1229.7447193724386,1462.3892459779245
MARCKS,248.1755606058553,237.65259757272827,277.6109992592564,180.30973217927928
